발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,경도,위도,발생분,부상자수,CCTV설치유무,보호구역지정일
2017,2017-09-30 12:00,주간,토,1,1.0,0,0,0,전남,곡성군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_이륜차,_이륜차,_없음,_없음,127.2937361,35.27823989,35.0,,없음,20211221
2019,2019-04-16 15,주,화,1,,0,0,0,전남,고흥군,차량단독,공작물충돌,공작물충돌,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,없음_,127.3187191,34.50848572,,0.0,있음,20210806
2016,2016-06-01 4:00,야간,수,1,1.0,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,횡단보도상,_화물차,_소형,_보행자,_보행자,127.7190026,34.73326835,15.0,,있음,20210806
2017,2017-08-23 15:00,주간,수,1,1.0,0,0,0,전남,여수시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반_,교차로,교차로횡단보도내,_화물차,_화물차,_자전거,_자전거,127.7176204,34.73101637,30.0,,있음,20210806
2023,2023-08-28 10:00,주,월,1,,4,2,0,전남,고흥군,차대차,측면충돌,측면충돌,,_교차로 통행방법 위반,교차로,교차로내,_,화물차_,_,승합차_,127.298515,34.60396366,,6.0,없음,20210806
2015,2015-07-20 22:07,야,월,1,1.0,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,횡단보도상,승용차_,중형_,보행자_,보행자_,127.7242708,34.73847106,,,있음,20210218
2016,2016-10-27 20:00,야간,목,1,1.0,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_중형,_보행자,_보행자,127.7235965,34.73551445,30.0,,있음,20210218
2017,2017-01-20 22:00,야간,금,1,1.0,0,0,0,전남,여수시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,127.7251284,34.73888339,55.0,,있음,20210218
2019,2019-10-10 02,야,목,1,,0,1,0,전남,여수시,차대차,추돌,추돌,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,화물차_,127.725892,34.73932204,,1.0,있음,20210218
2015,2015-07-20 22:07,야,월,1,1.0,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,횡단보도상,승용차_,중형_,보행자_,보행자_,127.7242708,34.73847106,,,없음,20210218
2016,2016-10-27 20:00,야간,목,1,1.0,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_중형,_보행자,_보행자,127.7235965,34.73551445,30.0,,없음,20210218
2017,2017-01-20 22:00,야간,금,1,1.0,0,0,0,전남,여수시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,127.7251284,34.73888339,55.0,,없음,20210218
2019,2019-10-10 02,야,목,1,,0,1,0,전남,여수시,차대차,추돌,추돌,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,화물차_,127.725892,34.73932204,,1.0,없음,20210218
2017,2017-06-28 17:00,주간,수,1,3.0,1,1,0,전남,여수시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_승용차,_승용차,_승용차,127.5692129,34.79110803,50.0,,없음,20210218
2020,2020-08-01 13,주,토,1,,0,0,0,전남,여수시,차대차,추돌,추돌,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,화물차_,127.5691495,34.79112339,,0.0,없음,20210218
2015,2015-09-23 7:40,주,수,1,2.0,0,1,0,전남,완도군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,승용차_,소형_,승용차_,소형_,126.7570889,34.31211189,,,있음,20201223
2018,2018-07-17 8:00,주,화,1,1.0,0,0,0,전남,신안군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반_,단일로,기타단일로,사륜오토바이(ATV)_,사륜오토바이(ATV)_,화물차_,화물차_,126.1315859,34.77969059,,,없음,20201223
2016,2016-10-18 6:00,주간,화,1,1.0,0,0,0,전남,목포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_화물차,_소형,_자전거,_자전거,126.3863773,34.79334347,0.0,,없음,20200504
2017,2017-01-27 5:00,야간,금,1,1.0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,126.3874598,34.79583669,15.0,,없음,20200504
2017,2017-09-10 5:00,야간,일,1,1.0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,126.388229,34.79708448,50.0,,없음,20200504
2017,2017-12-02 5:00,야간,토,1,1.0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,신호위반_,교차로,교차로횡단보도내,_승용차,_승용차,_보행자,_보행자,126.3872203,34.79519338,39.0,,없음,20200504
2019,2019-12-05 07,주,목,1,,0,0,0,전남,목포시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,126.3841737,34.79707441,,0.0,없음,20200504
2021,2021-07-15 10:00,주,목,1,,0,0,0,전남,목포시,차대차,기타,기타,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,자전거_,126.3867057,34.79582709,,0.0,없음,20200504
2016,2016-11-30 17:00,주간,수,1,1.0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_중형,_보행자,_보행자,126.4005743,34.80171423,38.0,,없음,20200504
2018,2018-12-26 20:35,야,수,1,2.0,1,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승합차_,승합차_,보행자_,보행자_,126.3991099,34.80414464,,,없음,20200504
2022,2022-09-06 12:00,주,화,1,,0,0,0,전남,목포시,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,교차로,교차로부근,_,승용차_,_,보행자_,126.400325,34.80154967,,0.0,없음,20200504
2015,2015-07-10 23:30,야,금,1,1.0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,횡단보도상,이륜차_,대형_,보행자_,보행자_,126.3855002,34.78378627,,,없음,20200504
2015,2015-10-04 18:50,야,일,1,1.0,0,0,0,전남,목포시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,경형_,보행자_,보행자_,126.3832079,34.78682208,,,없음,20200504
2018,2018-08-15 19:55,야,수,1,3.0,0,2,0,전남,목포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,화물차_,화물차_,보행자_,보행자_,126.3869181,34.78562973,,,없음,20200504
2020,2020-10-19 22,야,월,1,,0,0,0,전남,목포시,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,교차로,교차로부근,_,승용차_,_,보행자_,126.3859785,34.78885829,,0.0,없음,20200504
2021,2021-11-23 20:00,야,화,1,,0,0,0,전남,목포시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,단일로,기타단일로,_,이륜차_,_,보행자_,126.3860579,34.78457587,,0.0,없음,20200504
2022,2022-10-09 18:00,야,일,1,,0,0,0,전남,목포시,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,126.3856585,34.78421153,,0.0,없음,20200504
2022,2022-12-21 21:00,야,수,1,,0,0,0,전남,목포시,차대사람,기타,기타,,_안전운전 의무 불이행,교차로,교차로횡단보도내,_,승용차_,_,보행자_,126.3832845,34.78437913,,0.0,없음,20200504
2017,2017-06-07 20:00,야간,수,1,1.0,0,0,0,전남,영암군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_화물차,_화물차,_보행자,_보행자,126.7016779,34.79540624,18.0,,없음,20190331
2015,2015-10-24 1:20,야,토,1,1.0,0,0,0,전남,여수시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,중형_,보행자_,보행자_,127.584658,34.87404926,,,없음,20190331
2020,2020-05-08 08,주,금,1,,0,0,0,전남,장흥군,차대차,측면충돌,측면충돌,,_기타,교차로,교차로내,_,승용차_,_,이륜차_,126.933516,34.56335266,,0.0,없음,20190331
2022,2022-11-28 8:00,주,월,1,,0,3,0,전남,장흥군,차대차,측면충돌,측면충돌,,_기타,교차로,교차로내,_,승용차_,_,승용차_,126.9358825,34.56482453,,3.0,없음,20190331
2017,2017-05-18 17:00,주간,목,1,2.0,1,0,0,전남,장흥군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_승용차,_보행자,_보행자,126.9103105,34.67712,40.0,,없음,20190331
2019,2019-01-10 15,주,목,1,,0,0,0,전남,장흥군,차대차,측면충돌,측면충돌,,_기타,교차로,교차로내,_,자전거_,_,승용차_,126.9096681,34.67995747,,0.0,없음,20190331
2017,2017-11-21 16:00,주간,화,1,1.0,0,0,0,전남,함평군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_이륜차,_이륜차,_화물차,_화물차,126.5224381,35.05950679,30.0,,없음,20190331
2016,2016-09-20 7:00,주간,화,1,1.0,0,0,0,전남,장성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반_,교차로,교차로내,_화물차,_대형,_승용차,_소형,126.7726691,35.30318944,45.0,,있음,20190331
2019,2019-07-01 09,주,월,1,,0,0,0,전남,장성군,차대차,기타,기타,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,이륜차_,126.7737297,35.30007782,,0.0,있음,20190331
2016,2016-07-01 17:00,주간,금,1,1.0,0,0,0,전남,보성군,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반)_,교차로,교차로내,_화물차,_소형,_,_,127.3506815,34.84625781,30.0,,없음,20190331
2016,2016-08-22 11:00,주간,월,1,1.0,0,0,0,전남,보성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_화물차,_소형,_이륜차,_소형,127.3507253,34.84623081,25.0,,없음,20190331
2018,2018-10-19 11:55,주,금,1,1.0,0,0,0,전남,보성군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반_,교차로,교차로내,화물차_,화물차_,원동기장치자전거_,원동기장치자전거_,127.3495177,34.84447088,,,없음,20190331
2019,2019-12-10 16,주,화,1,,0,0,0,전남,보성군,차대사람,보도통행중,보도통행중,,_중앙선 침범,단일로,기타단일로,_,승합차_,_,보행자_,127.3505844,34.84610439,,0.0,없음,20190331
2018,2018-11-01 22:21,야,목,1,1.0,0,0,0,전남,목포시,차대차,기타,기타,운전자법규위반,과속_,단일로,기타단일로,승용차_,승용차_,승용차_,승용차_,126.4195838,34.79832992,,,없음,20190331
2015,2015-06-04 16:00,주,목,1,1.0,0,0,0,전남,순천시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,횡단보도상,화물차_,소형_,보행자_,보행자_,127.4889251,34.96805923,,,없음,20190331
2018,2018-05-31 8:15,주,목,1,2.0,1,0,0,전남,순천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범_,단일로,기타단일로,승용차_,승용차_,승용차_,승용차_,127.488969,34.96741899,,,없음,20190331
2019,2019-11-10 18,야,일,1,,0,1,0,전남,순천시,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,단일로,기타단일로,_,이륜차_,_,보행자_,127.4907106,34.96799625,,1.0,없음,20190331
2022,2022-10-23 19:00,야,일,1,,0,0,0,전남,순천시,차대차,기타,기타,,_신호위반,교차로,교차로내,_,승용차_,_,이륜차_,127.4889362,34.96686892,,0.0,없음,20190331
2019,2019-06-01 02,야,토,1,,0,0,0,전남,순천시,차대사람,차도통행중,차도통행중,,_과속,단일로,기타단일로,_,승용차_,_,보행자_,127.5220579,34.95169096,,0.0,없음,20190331
2023,2023-04-04 11:00,주,화,1,,0,0,0,전남,순천시,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,단일로,기타단일로,_,이륜차_,_,승용차_,127.5240084,34.95527055,,0.0,없음,20190331
2015,2015-12-12 11:20,주,토,1,1.0,0,0,0,전남,광양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승합차_,소형_,보행자_,보행자_,127.5833486,34.97512789,,,없음,20190331
2016,2016-07-31 20:00,야간,일,1,1.0,0,0,0,전남,광양시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반_,교차로,교차로부근,_이륜차,_소형,_승용차,_소형,127.5817249,34.9728115,0.0,,없음,20190331
2017,2017-08-17 19:00,야간,목,1,1.0,0,0,0,전남,광양시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범_,단일로,기타단일로,_자전거,_자전거,_승용차,_승용차,127.5816596,34.97328046,30.0,,없음,20190331
2018,2018-08-22 23:18,야,수,1,1.0,0,0,0,전남,광양시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로횡단보도내,승용차_,승용차_,자전거_,자전거_,127.5816354,34.970972,,,없음,20190331
2017,2017-08-24 10:00,주간,목,1,1.0,0,0,0,전남,영광군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_화물차,_화물차,_보행자,_보행자,126.4997938,35.2719727,28.0,,있음,20190331
2015,2015-03-12 18:45,야,목,1,1.0,0,0,0,전남,광양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,화물차_,중형_,보행자_,보행자_,127.592985,34.9712524,,,없음,20190331
2015,2015-10-16 13:50,주,금,1,1.0,0,0,0,전남,광양시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반_,교차로,교차로부근,원동기장치자전거_,원동기장치자전거_,승용차_,소형_,127.5930397,34.97123432,,,없음,20190331
2020,2020-02-26 14,주,수,1,,0,1,0,전남,광양시,차대차,정면충돌,정면충돌,,_중앙선 침범,단일로,기타단일로,_,승용차_,_,농기계_,127.5909709,34.97276885,,1.0,없음,20190331
2016,2016-09-27 8:00,주간,화,1,1.0,0,0,0,전남,나주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_원동기장치자전거,_원동기장치자전거,_승합차,_대형,126.7130724,35.00139853,43.0,,있음,20190331
2019,2019-05-27 13,주,월,1,,0,0,0,전남,나주시,차대차,측면충돌,측면충돌,,_신호위반,교차로,교차로내,_,이륜차_,_,승합차_,126.7129848,35.00139796,,0.0,있음,20190331
2019,2019-06-01 02,야,토,1,,0,0,0,전남,순천시,차대사람,차도통행중,차도통행중,,_과속,단일로,기타단일로,_,승용차_,_,보행자_,127.5220579,34.95169096,,0.0,있음,20190331
2023,2023-04-04 11:00,주,화,1,,0,0,0,전남,순천시,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,단일로,기타단일로,_,이륜차_,_,승용차_,127.5240084,34.95527055,,0.0,있음,20190331
2016,2016-03-22 21:00,야간,화,1,1.0,0,0,0,세종,세종,차대차,기타,기타,운전자법규위반,중앙선 침범_,교차로,교차로부근,_자전거,_자전거,_승용차,_중형,127.3050574,36.60296385,23.0,,없음,20190331
2017,2017-05-20 8:00,주간,토,1,1.0,0,0,0,세종,세종,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_화물차,_화물차,_자전거,_자전거,127.3048219,36.60326096,5.0,,없음,20190331
2017,2017-10-21 8:00,주간,토,1,1.0,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_건설기계,_건설기계,_자전거,_자전거,127.3050357,36.60317477,20.0,,없음,20190331
2018,2018-06-22 11:00,주,금,1,1.0,0,0,0,세종,세종,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행_,단일로,교량위,화물차_,화물차_,자전거_,자전거_,127.3049338,36.60322509,,,없음,20190331
2016,2016-02-06 1:00,야간,토,1,1.0,0,0,0,세종,세종,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_중형,_보행자,_보행자,127.3037094,36.59664211,2.0,,없음,20190331
2017,2017-02-12 23:00,야간,일,1,1.0,0,0,0,세종,세종,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행_,단일로,고가도로위,_승용차,_승용차,_보행자,_보행자,127.2991285,36.59548957,40.0,,없음,20190331
2018,2018-01-04 3:08,야,목,1,1.0,0,0,0,세종,세종,차대사람,차도통행중,차도통행중,운전자법규위반,과속_,단일로,고가도로위,승용차_,승용차_,보행자_,보행자_,127.2989699,36.59627361,,,없음,20190331
